# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,3.405690913945931,2.9233070431952832,0.2707265809882128,0,3.0,0.7724172092954936,0.0,0.0,0.0
 0.08957276361954798,3.417725699572298,2.923363908825541,0.2707265809882128,0.26871829085864396,3.0,0.7724172092954936,0.0,14.32629614829041,0.0
 0.1268584801110337,3.4298291961693774,2.9235339502879762,0.804892797546433,0.38057544033310114,3.0000000000000004,0.7536860179183812,0.0,18.243508836393076,0.0
 0.1555930665620173,3.4420001133141342,2.923816334440081,1.3291124793750528,0.46677919968605197,3.0000000000000018,0.7355433736497169,0.0,21.14974124554156,0.0
 0.17992070219828007,3.454237160583533,2.9242102281393487,1.8436356781978265,0.5397621065948404,3.000000000000002,0.7179742050814574,0.0,23.466511064550286,0.0
 0.20144381992969096,3.46653904755454,2.924714798243272,2.3487081585855982,0.6043314597890731,3.000000000000004,0.7009633638373926,0.0,25.378120293052174,0.0
 0.22098282014125853,3.4789044838041203,2.9253292116093434,2.844571256360732,0.6629484604237758,2.9999999999999973,0.6844956935101152,0.0,26.987451332446614,0.0
 0.23902418699059488,3.4913321789092397,2.926052635095055,3.3314617661780126,0.7170725609717847,2.9999999999999956,0.6685560899292669,0.0,28.35983702919108,0.0
 0.2558843011297468,3.503820842446863,2.9268842355579006,3.8096118554579212,0.7676529033892404,2.999999999999995,0.6531295536959874,0.0,29.540288091264078,0.0
 0.2717824922757303,3.5163691839939566,2.927823179855372,4.279249002040258,0.8153474768271909,2.9999999999999964,0.638201235795642,0.0,30.561616104177634,0.0
 0.28687812562054027,3.5289759131274847,2.9288686348449624,4.740595953173763,0.8606343768616207,2.9999999999999964,0.6237564765765712,0.0,31.44875114410547,0.0
 0.30129124963525933,3.5416397394244137,2.930019767384164,5.193870703521793,0.903873748905778,3.0000000000000075,0.6097808391991182,0.0,32.2212423440329,0.0
 0.31511491856536755,3.5543593724617084,2.93127574433047,5.639286490202488,0.9453447556961027,3.0,0.5962601377371923,0.0,32.89480338248178,0.0
 0.32842295715095343,3.5671335218163343,2.9326357325413728,6.077051802881816,0.9852688714528604,3.000000000000004,0.5831804607489861,0.0,33.48231788720789,0.0
 0.34127507228352655,3.579960897065257,2.9340988988743657,6.5073704072736245,1.0238252168505797,3.0,0.5705281905888313,0.0,33.994521218290906,0.0
 0.35372034163641736,3.592840207785442,2.93566441018694,6.930441380357816,1.0611610249092522,3.000000000000009,0.5582900191240133,0.0,34.44047900902067,0.0
 0.3657996676968233,3.605770163553854,2.93733143333659,7.346459155984345,1.0973990030904701,3.0,0.5464529599619028,0.0,34.82793294065954,0.0
 0.3775475490339305,3.6187494739474597,2.9390991351808076,7.755613579387939,1.1326426471017916,2.999999999999995,0.5350043579718736,0.0,35.16355690048447,0.0
 0.3889933874440829,3.6317768485432227,2.940966682577085,8.158089969597084,1.1669801623322487,2.9999999999999853,0.523931896086777,0.0,35.453150862109524,0.0
 0.4001624714116526,3.64485099691811,2.942933242382916,8.554069188490901,1.2004874142349578,2.999999999999995,0.5132235999039033,0.0,35.701790434158525,0.0
 0.41107672871841605,3.6579706286490867,2.944997981455792,8.943727715601453,1.2332301861552482,3.00000000000001,0.5028678402153198,0.0,35.91394414268567,0.0
 0.4217553111280535,3.671134453313118,2.947160066653207,9.327237727784237,1.2652659333841603,2.9999999999999845,0.49285333390399433,0.0,36.09356676607041,0.0
 0.4322150547587566,3.684341180487169,2.949418664832653,9.704767182875,1.2966451642762695,2.9999999999999893,0.48316914328146093,0.0,36.24417461039322,0.0
 0.44247084697509403,3.697589519748206,2.9517729428516226,10.076479906731846,1.327412540925282,3.0000000000000107,0.47380467414535354,0.0,36.368906921939704,0.0
 0.4525359219843834,3.710878180673193,2.954222067567609,10.442535682907033,1.35760776595315,2.9999999999999947,0.464749672643583,0.0,36.47057653616563,0.0
 0.462422101358793,3.724205872839097,2.956765205838104,10.8030903444317,1.3872663040763786,2.9999999999999774,0.4559942213990268,0.0,36.5517120492255,0.0
 0.4721399915167635,3.737571305822882,2.9594015245206013,11.15829586721184,1.4164199745502901,3.0000000000000058,0.4475287345562014,0.0,36.614593229295345,0.0
 0.4816991472094224,3.750973189201514,2.9621301904725934,11.508300464514049,1.445097441628267,3.0000000000000058,0.43934395232696405,0.0,36.661280997295734,0.0
 0.4911082078941699,3.764410232551959,2.964950370551572,11.853248682198185,1.4733246236825095,3.0000000000000058,0.43143093504118113,0.0,36.69364298737006,0.0
 0.5003750122899648,3.7778811454511816,2.9678612316150312,12.193281494331275,1.501125036869894,2.9999999999999822,0.4237810565492765,0.0,36.71337547498492,0.0
 0.5095066952292405,3.7913846374761473,2.9708619405204626,12.528536398799417,1.528520085687721,2.999999999999988,0.41638599752149813,0.0,36.72202231945173,0.0
 0.51850977003494,3.8049194182038217,2.973951664125359,12.85914751275801,1.5555293101048195,3.0,0.40923773817689624,0.0,36.72099139600517,0.0
 0.5273901989779441,3.8184841972111707,2.9771295692872144,13.185245667566898,1.582170596933832,3.0000000000000124,0.4023285511360241,0.0,36.711568937122735,0.0
 0.5361534538538765,3.832077684075159,2.9803948228635195,13.506958503058264,1.6084603615616289,2.999999999999987,0.39565099381938496,0.0,36.6949321054913,0.0
 0.5448045683186888,3.845698588372752,2.983746591711768,13.824410560981388,1.6344137049560659,2.999999999999987,0.38919790105059765,0.0,36.672160051613076,0.0
